2,4,5,7,9,11,13,16,18,20,22,23,26,28,29,31,33,36,37,60,61,63,70,71,73,85
2,4,5,7,9,11,13,16,18,20,22,23,26,28,29,31,33,36,37,60,61,63,70,71,73,85
2,4,5,7,9,12,13,16,18,20,21,24,26,28,29,31,33,36,37,60,61,65,70,71,78,85
2,4,6,8,10,12,14,15,18,19,21,24,26,28,30,32,34,36,38,60,61,66,69,71,76,85
2,4,6,8,10,12,14,16,18,20,21,24,25,28,30,31,33,36,38,60,61,66,68,71,76,85
2,4,5,8,10,12,13,16,18,20,21,24,25,28,30,31,33,36,38,60,61,66,69,71,76,85
2,4,6,8,10,12,14,16,18,20,21,24,25,28,30,31,33,36,38,60,61,66,69,71,76,85
2,4,6,8,10,12,14,16,18,20,21,24,25,28,30,31,33,36,38,60,61,67,69,71,76,85
2,4,6,8,10,12,14,16,18,20,21,24,25,28,30,31,33,36,38,60,62,66,69,71,76,85
1,4,5,8,10,12,13,16,18,20,21,24,25,28,30,31,33,36,38,60,62,65,68,71,76,85
2,4,5,8,10,11,14,15,18,19,22,23,25,28,30,31,33,36,39,60,61,66,70,71,76,85
1,4,6,8,10,11,14,15,18,19,22,23,25,28,30,31,33,36,39,60,61,66,70,71,76,85
1,4,5,8,10,11,14,16,18,20,22,23,26,28,29,31,33,36,39,60,61,66,70,71,76,85
1,4,6,8,10,11,14,16,18,20,22,23,26,28,29,31,33,36,39,60,61,66,70,71,76,85
2,4,6,8,10,12,14,16,18,20,22,23,26,28,29,31,33,36,39,60,61,66,70,71,76,85
1,4,6,8,10,12,14,16,18,20,22,24,25,28,30,31,33,36,39,60,61,66,70,71,76,85
1,4,5,8,10,12,13,16,18,20,22,24,25,28,30,31,33,36,39,60,61,66,70,71,76,85
1,4,6,8,10,12,14,16,18,20,22,24,25,28,30,31,33,36,39,60,61,66,70,71,76,85
2,3,5,7,9,11,13,15,17,19,21,23,26,27,29,32,34,35,40,60,61,65,69,71,75,81
2,3,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,40,60,61,65,69,71,76,81
1,3,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,40,60,61,66,69,71,76,81
2,3,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,41,60,61,65,69,71,76,81
2,3,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,41,60,61,65,69,71,76,81
2,3,5,7,9,11,13,15,18,19,21,24,25,28,30,32,34,35,41,60,62,65,69,71,76,85
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,41,60,61,65,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,41,60,61,66,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,41,60,61,66,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,24,25,28,30,32,34,35,41,60,62,66,69,71,76,85
1,3,6,8,10,11,14,16,18,20,22,24,25,27,29,32,34,35,41,60,61,67,69,71,76,81
2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,33,36,41,60,62,65,69,71,76,84
2,4,5,7,9,11,13,15,18,19,21,24,26,27,29,32,34,35,42,60,61,65,69,71,76,80
2,4,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,42,60,61,65,69,71,76,80
2,3,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,42,60,61,65,69,71,76,80
2,3,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,42,60,61,65,69,71,76,80
2,3,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,42,60,61,65,69,71,76,80
1,3,6,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,42,60,61,66,69,71,76,80
1,3,6,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,42,60,61,67,69,71,76,80
1,3,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,42,60,61,65,69,71,76,80
1,3,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,42,60,61,65,69,71,76,80
1,3,6,7,10,11,14,15,18,19,21,24,26,27,30,32,34,35,42,60,61,66,69,71,76,80
1,3,6,7,10,11,14,15,18,19,21,24,26,27,30,32,34,35,42,60,61,66,69,71,76,80
1,3,6,7,10,11,14,16,18,19,21,24,26,28,30,32,33,36,42,60,61,66,69,71,76,85
2,3,5,7,9,12,13,15,18,19,21,24,26,28,30,32,34,35,42,60,61,66,69,71,76,81
1,4,6,7,9,11,13,15,18,19,22,23,25,27,29,32,33,35,43,60,61,66,70,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,36,43,60,61,66,69,71,76,81
1,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,36,43,60,61,66,69,71,76,81
2,4,5,7,9,11,13,16,18,19,22,23,26,27,29,32,33,36,43,60,61,65,70,71,76,87
1,4,6,8,10,12,13,16,18,20,22,24,25,28,29,31,33,36,44,60,61,66,70,71,73,85
1,4,6,8,10,12,13,16,18,20,22,24,25,28,29,31,33,36,44,60,61,66,70,71,73,85
1,4,5,8,10,12,13,16,18,20,22,23,26,28,29,31,33,36,44,60,61,66,70,71,78,85
2,3,5,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,45,60,61,65,69,71,76,81
2,3,5,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,45,60,61,65,69,71,76,81
2,3,5,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,45,60,61,65,69,71,76,81
2,3,6,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,45,60,61,66,69,71,76,81
2,3,6,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,45,60,61,66,69,71,76,81
2,4,5,7,9,12,13,15,17,19,22,23,26,28,30,31,33,36,45,60,61,65,70,71,79,82
2,4,5,7,9,12,13,15,17,19,22,23,26,28,30,31,33,36,45,60,61,65,70,71,79,82
2,4,5,7,9,12,13,15,17,19,22,23,26,28,30,31,33,36,45,60,61,65,70,71,79,82
2,4,5,7,9,12,13,16,17,19,22,23,26,28,30,31,33,36,45,60,61,65,70,71,79,85
2,4,5,8,10,12,13,15,18,20,22,24,25,27,29,32,34,35,45,60,61,65,69,71,76,81
1,3,6,8,10,12,14,15,18,20,22,24,25,27,29,32,34,35,45,60,61,66,69,71,76,81
2,4,5,8,10,12,13,15,18,20,22,24,25,27,29,32,34,36,45,60,61,65,69,71,76,81
1,3,6,8,10,12,14,15,18,20,22,24,25,27,29,32,34,35,45,60,61,66,69,71,76,81
1,4,6,8,10,12,14,16,18,20,22,24,26,27,29,32,34,36,45,59,61,66,69,71,76,83
1,3,6,8,10,12,14,16,18,20,22,24,25,27,29,32,34,36,45,60,61,65,69,71,76,81
1,3,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,45,60,61,66,70,71,76,85
1,4,6,8,10,12,14,16,18,20,22,24,26,27,29,32,34,36,45,59,61,66,70,71,76,83
1,3,6,8,10,12,14,16,18,20,22,24,26,28,29,31,33,36,46,59,62,66,70,71,76,83
1,3,6,8,10,12,14,16,18,20,22,24,26,28,29,31,33,36,46,59,62,67,70,71,76,83
1,3,5,8,10,12,14,16,18,20,22,24,26,28,29,31,33,36,46,59,62,64,70,71,76,83
1,3,6,8,10,12,14,16,18,20,22,24,26,28,29,31,33,36,46,59,62,66,70,71,76,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,46,60,61,66,70,71,78,85
2,4,5,7,10,12,13,16,18,20,22,23,25,28,29,31,33,36,46,60,61,63,70,71,78,85
1,4,6,8,10,12,14,16,18,20,22,24,25,28,29,31,33,36,46,60,61,66,70,71,78,85
2,4,5,8,10,12,14,16,18,20,22,24,25,28,29,31,33,36,46,60,61,64,70,71,78,85
2,4,5,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,47,60,62,65,70,71,76,85
2,4,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,48,60,61,65,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,48,60,61,65,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,48,60,61,65,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,24,25,28,30,32,34,35,48,60,62,65,69,71,76,86
2,4,5,7,9,11,13,15,18,19,21,24,25,28,30,31,34,35,48,60,62,65,69,71,76,86
2,4,5,7,9,11,13,15,18,20,22,24,25,27,29,32,34,35,48,60,61,65,69,71,76,81
